,,precision at 0.99,recall at 1.0000000000000009%,f1 at 1.0000000000000009%,precision at 0.95,recall at 5.000000000000004%,f1 at 5.000000000000004%,precision at 0.9,recall at 9.999999999999998%,f1 at 9.999999999999998%,precision at 0.8,recall at 19.999999999999996%,f1 at 19.999999999999996%,precision at 0.5,recall at 50.0%,f1 at 50.0%,auc
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('entropy', 5, 5)",0.9959853826753822,0.6170402729504799,0.762000393778303,0.9931087289433385,0.7444277924811071,0.8509723158796407,0.990961145194274,0.7725837824048978,0.8682517783232696,0.9822263436497817,0.8105927744650999,0.8881939834387337,0.9455133781009707,0.8665221134530149,0.9042960300821936,0.035729404138076376
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('entropy', 50, 10)",0.9959853826753822,0.6170402729504799,0.762000393778303,0.9931087289433385,0.7444277924811071,0.8509723158796407,0.990961145194274,0.7725837824048978,0.8682517783232696,0.9822263436497817,0.8105927744650999,0.8881939834387337,0.9455133781009707,0.8665221134530149,0.9042960300821936,0.035729404138076376
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('entropy', 50, 2)",0.9959853826753822,0.6170402729504799,0.762000393778303,0.9931087289433385,0.7444277924811071,0.8509723158796407,0.990961145194274,0.7725837824048978,0.8682517783232696,0.9822263436497817,0.8105927744650999,0.8881939834387337,0.9455133781009707,0.8665221134530149,0.9042960300821936,0.035729404138076376
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('entropy', 50, 5)",0.9959853826753822,0.6170402729504799,0.762000393778303,0.9931087289433385,0.7444277924811071,0.8509723158796407,0.990961145194274,0.7725837824048978,0.8682517783232696,0.9822263436497817,0.8105927744650999,0.8881939834387337,0.9455133781009707,0.8665221134530149,0.9042960300821936,0.035729404138076376
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 1, 10)",0.9959853826753822,0.6170402729504799,0.762000393778303,0.9931087289433385,0.7444277924811071,0.8509723158796407,0.990961145194274,0.7725837824048978,0.8682517783232696,0.9822263436497817,0.8105927744650999,0.8881939834387337,0.9455133781009707,0.8665221134530149,0.9042960300821936,0.035729404138076376
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 1, 2)",0.9959853826753822,0.6170402729504799,0.762000393778303,0.9931087289433385,0.7444277924811071,0.8509723158796407,0.990961145194274,0.7725837824048978,0.8682517783232696,0.9822263436497817,0.8105927744650999,0.8881939834387337,0.9455133781009707,0.8665221134530149,0.9042960300821936,0.035729404138076376
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 1, 5)",0.9959853826753822,0.6170402729504799,0.762000393778303,0.9931087289433385,0.7444277924811071,0.8509723158796407,0.990961145194274,0.7725837824048978,0.8682517783232696,0.9822263436497817,0.8105927744650999,0.8881939834387337,0.9455133781009707,0.8665221134530149,0.9042960300821936,0.035729404138076376
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 10, 10)",0.9959853826753822,0.6170402729504799,0.762000393778303,0.9931087289433385,0.7444277924811071,0.8509723158796407,0.990961145194274,0.7725837824048978,0.8682517783232696,0.9822263436497817,0.8105927744650999,0.8881939834387337,0.9455133781009707,0.8665221134530149,0.9042960300821936,0.035729404138076376
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 10, 2)",0.9959853826753822,0.6170402729504799,0.762000393778303,0.9931087289433385,0.7444277924811071,0.8509723158796407,0.990961145194274,0.7725837824048978,0.8682517783232696,0.9822263436497817,0.8105927744650999,0.8881939834387337,0.9455133781009707,0.8665221134530149,0.9042960300821936,0.035729404138076376
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 10, 5)",0.9959853826753822,0.6170402729504799,0.762000393778303,0.9931087289433385,0.7444277924811071,0.8509723158796407,0.990961145194274,0.7725837824048978,0.8682517783232696,0.9822263436497817,0.8105927744650999,0.8881939834387337,0.9455133781009707,0.8665221134530149,0.9042960300821936,0.035729404138076376
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 100, 10)",0.9959853826753822,0.6170402729504799,0.762000393778303,0.9931087289433385,0.7444277924811071,0.8509723158796407,0.990961145194274,0.7725837824048978,0.8682517783232696,0.9822263436497817,0.8105927744650999,0.8881939834387337,0.9455133781009707,0.8665221134530149,0.9042960300821936,0.035729404138076376
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 100, 2)",0.9959853826753822,0.6170402729504799,0.762000393778303,0.9931087289433385,0.7444277924811071,0.8509723158796407,0.990961145194274,0.7725837824048978,0.8682517783232696,0.9822263436497817,0.8105927744650999,0.8881939834387337,0.9455133781009707,0.8665221134530149,0.9042960300821936,0.035729404138076376
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 100, 5)",0.9959853826753822,0.6170402729504799,0.762000393778303,0.9931087289433385,0.7444277924811071,0.8509723158796407,0.990961145194274,0.7725837824048978,0.8682517783232696,0.9822263436497817,0.8105927744650999,0.8881939834387337,0.9455133781009707,0.8665221134530149,0.9042960300821936,0.035729404138076376
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 20, 10)",0.9959853826753822,0.6170402729504799,0.762000393778303,0.9931087289433385,0.7444277924811071,0.8509723158796407,0.990961145194274,0.7725837824048978,0.8682517783232696,0.9822263436497817,0.8105927744650999,0.8881939834387337,0.9455133781009707,0.8665221134530149,0.9042960300821936,0.035729404138076376
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 20, 2)",0.9959853826753822,0.6170402729504799,0.762000393778303,0.9931087289433385,0.7444277924811071,0.8509723158796407,0.990961145194274,0.7725837824048978,0.8682517783232696,0.9822263436497817,0.8105927744650999,0.8881939834387337,0.9455133781009707,0.8665221134530149,0.9042960300821936,0.035729404138076376
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 20, 5)",0.9959853826753822,0.6170402729504799,0.762000393778303,0.9931087289433385,0.7444277924811071,0.8509723158796407,0.990961145194274,0.7725837824048978,0.8682517783232696,0.9822263436497817,0.8105927744650999,0.8881939834387337,0.9455133781009707,0.8665221134530149,0.9042960300821936,0.035729404138076376
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 5, 10)",0.9959853826753822,0.6170402729504799,0.762000393778303,0.9931087289433385,0.7444277924811071,0.8509723158796407,0.990961145194274,0.7725837824048978,0.8682517783232696,0.9822263436497817,0.8105927744650999,0.8881939834387337,0.9455133781009707,0.8665221134530149,0.9042960300821936,0.035729404138076376
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 5, 2)",0.9959853826753822,0.6170402729504799,0.762000393778303,0.9931087289433385,0.7444277924811071,0.8509723158796407,0.990961145194274,0.7725837824048978,0.8682517783232696,0.9822263436497817,0.8105927744650999,0.8881939834387337,0.9455133781009707,0.8665221134530149,0.9042960300821936,0.035729404138076376
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 5, 5)",0.9959853826753822,0.6170402729504799,0.762000393778303,0.9931087289433385,0.7444277924811071,0.8509723158796407,0.990961145194274,0.7725837824048978,0.8682517783232696,0.9822263436497817,0.8105927744650999,0.8881939834387337,0.9455133781009707,0.8665221134530149,0.9042960300821936,0.035729404138076376
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 50, 10)",0.9959853826753822,0.6170402729504799,0.762000393778303,0.9931087289433385,0.7444277924811071,0.8509723158796407,0.990961145194274,0.7725837824048978,0.8682517783232696,0.9822263436497817,0.8105927744650999,0.8881939834387337,0.9455133781009707,0.8665221134530149,0.9042960300821936,0.035729404138076376
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 50, 2)",0.9959853826753822,0.6170402729504799,0.762000393778303,0.9931087289433385,0.7444277924811071,0.8509723158796407,0.990961145194274,0.7725837824048978,0.8682517783232696,0.9822263436497817,0.8105927744650999,0.8881939834387337,0.9455133781009707,0.8665221134530149,0.9042960300821936,0.035729404138076376
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 50, 5)",0.9959853826753822,0.6170402729504799,0.762000393778303,0.9931087289433385,0.7444277924811071,0.8509723158796407,0.990961145194274,0.7725837824048978,0.8682517783232696,0.9822263436497817,0.8105927744650999,0.8881939834387337,0.9455133781009707,0.8665221134530149,0.9042960300821936,0.035729404138076376
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.001, 0.1, 5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.001, 0.1, 50)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.001, 0.5, 5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.001, 0.5, 50)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.001, 1.0, 5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.001, 1.0, 50)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.1, 0.1, 5)",0.0,0.0,0.0,0.9750990379173741,0.05494085010044322,0.10402076793045159,0.9851042022548685,0.45971110615095184,0.6268805983128968,0.9786246440691189,0.8000063773476611,0.8803466788308362,0.9261527990471329,0.8677975829852365,0.8960260757909986,0.045660900100478005
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.1, 0.1, 50)",0.0,0.0,0.0,0.9750990379173741,0.05494085010044322,0.10402076793045159,0.9851042022548685,0.45971110615095184,0.6268805983128968,0.9786246440691189,0.8000063773476611,0.8803466788308362,0.9261527990471329,0.8677975829852365,0.8960260757909986,0.045660900100478005
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.1, 0.5, 5)",0.0,0.0,0.0,0.9750990379173741,0.05494085010044322,0.10402076793045159,0.9851042022548685,0.45971110615095184,0.6268805983128968,0.9786246440691189,0.8000063773476611,0.8803466788308362,0.9261527990471329,0.8677975829852365,0.8960260757909986,0.045660900100478005
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.1, 0.5, 50)",0.0,0.0,0.0,0.9750990379173741,0.05494085010044322,0.10402076793045159,0.9851042022548685,0.45971110615095184,0.6268805983128968,0.9786246440691189,0.8000063773476611,0.8803466788308362,0.9261527990471329,0.8677975829852365,0.8960260757909986,0.045660900100478005
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.1, 1.0, 5)",0.0,0.0,0.0,0.9750990379173741,0.05494085010044322,0.10402076793045159,0.9851042022548685,0.45971110615095184,0.6268805983128968,0.9786246440691189,0.8000063773476611,0.8803466788308362,0.9261527990471329,0.8677975829852365,0.8960260757909986,0.045660900100478005
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.1, 1.0, 50)",0.0,0.0,0.0,0.9750990379173741,0.05494085010044322,0.10402076793045159,0.9851042022548685,0.45971110615095184,0.6268805983128968,0.9786246440691189,0.8000063773476611,0.8803466788308362,0.9261527990471329,0.8677975829852365,0.8960260757909986,0.045660900100478005
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.5, 0.1, 5)",0.9412011173184358,0.859538917764102,0.8985183580273663,0.9261212822432451,0.8677975829852365,0.8960113256621727,0.9096981119597923,0.8772679442619814,0.8931887539770145,0.9028135493756724,0.8830075571569784,0.8928007221846085,0.8967735709460546,0.8889384904818086,0.8928388419164746,0.03903852325353197
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.5, 0.1, 50)",0.9412011173184358,0.859538917764102,0.8985183580273663,0.9261212822432451,0.8677975829852365,0.8960113256621727,0.9096981119597923,0.8772679442619814,0.8931887539770145,0.9028135493756724,0.8830075571569784,0.8928007221846085,0.8967735709460546,0.8889384904818086,0.8928388419164746,0.03903852325353197
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.5, 0.5, 5)",0.9412011173184358,0.859538917764102,0.8985183580273663,0.9261212822432451,0.8677975829852365,0.8960113256621727,0.9096981119597923,0.8772679442619814,0.8931887539770145,0.9028135493756724,0.8830075571569784,0.8928007221846085,0.8967735709460546,0.8889384904818086,0.8928388419164746,0.03903852325353197
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.5, 0.5, 50)",0.9412011173184358,0.859538917764102,0.8985183580273663,0.9261212822432451,0.8677975829852365,0.8960113256621727,0.9096981119597923,0.8772679442619814,0.8931887539770145,0.9028135493756724,0.8830075571569784,0.8928007221846085,0.8967735709460546,0.8889384904818086,0.8928388419164746,0.03903852325353197
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.5, 1.0, 5)",0.9412011173184358,0.859538917764102,0.8985183580273663,0.9261212822432451,0.8677975829852365,0.8960113256621727,0.9096981119597923,0.8772679442619814,0.8931887539770145,0.9028135493756724,0.8830075571569784,0.8928007221846085,0.8967735709460546,0.8889384904818086,0.8928388419164746,0.03903852325353197
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.5, 1.0, 50)",0.9412011173184358,0.859538917764102,0.8985183580273663,0.9261212822432451,0.8677975829852365,0.8960113256621727,0.9096981119597923,0.8772679442619814,0.8931887539770145,0.9028135493756724,0.8830075571569784,0.8928007221846085,0.8967735709460546,0.8889384904818086,0.8928388419164746,0.03903852325353197
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.001, 0.1, 5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.001, 0.1, 50)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.001, 0.5, 5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.001, 0.5, 50)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.001, 1.0, 5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.001, 1.0, 50)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.1, 0.1, 5)",0.0,0.0,0.0,0.9750990379173741,0.05494085010044322,0.10402076793045159,0.9851042022548685,0.45971110615095184,0.6268805983128968,0.9786246440691189,0.8000063773476611,0.8803466788308362,0.9261527990471329,0.8677975829852365,0.8960260757909986,0.045660900100478005
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.1, 0.1, 50)",0.0,0.0,0.0,0.9750990379173741,0.05494085010044322,0.10402076793045159,0.9851042022548685,0.45971110615095184,0.6268805983128968,0.9786246440691189,0.8000063773476611,0.8803466788308362,0.9261527990471329,0.8677975829852365,0.8960260757909986,0.045660900100478005
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.1, 0.5, 5)",0.0,0.0,0.0,0.9750990379173741,0.05494085010044322,0.10402076793045159,0.9851042022548685,0.45971110615095184,0.6268805983128968,0.9786246440691189,0.8000063773476611,0.8803466788308362,0.9261527990471329,0.8677975829852365,0.8960260757909986,0.045660900100478005
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.1, 0.5, 50)",0.0,0.0,0.0,0.9750990379173741,0.05494085010044322,0.10402076793045159,0.9851042022548685,0.45971110615095184,0.6268805983128968,0.9786246440691189,0.8000063773476611,0.8803466788308362,0.9261527990471329,0.8677975829852365,0.8960260757909986,0.045660900100478005
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.1, 1.0, 5)",0.0,0.0,0.0,0.9750990379173741,0.05494085010044322,0.10402076793045159,0.9851042022548685,0.45971110615095184,0.6268805983128968,0.9786246440691189,0.8000063773476611,0.8803466788308362,0.9261527990471329,0.8677975829852365,0.8960260757909986,0.045660900100478005
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.1, 1.0, 50)",0.0,0.0,0.0,0.9750990379173741,0.05494085010044322,0.10402076793045159,0.9851042022548685,0.45971110615095184,0.6268805983128968,0.9786246440691189,0.8000063773476611,0.8803466788308362,0.9261527990471329,0.8677975829852365,0.8960260757909986,0.045660900100478005
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.5, 0.1, 5)",0.9412011173184358,0.859538917764102,0.8985183580273663,0.9261212822432451,0.8677975829852365,0.8960113256621727,0.9096981119597923,0.8772679442619814,0.8931887539770145,0.9028135493756724,0.8830075571569784,0.8928007221846085,0.8967735709460546,0.8889384904818086,0.8928388419164746,0.03903852325353197
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.5, 0.1, 50)",0.9412011173184358,0.859538917764102,0.8985183580273663,0.9261212822432451,0.8677975829852365,0.8960113256621727,0.9096981119597923,0.8772679442619814,0.8931887539770145,0.9028135493756724,0.8830075571569784,0.8928007221846085,0.8967735709460546,0.8889384904818086,0.8928388419164746,0.03903852325353197
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.5, 0.5, 5)",0.9412011173184358,0.859538917764102,0.8985183580273663,0.9261212822432451,0.8677975829852365,0.8960113256621727,0.9096981119597923,0.8772679442619814,0.8931887539770145,0.9028135493756724,0.8830075571569784,0.8928007221846085,0.8967735709460546,0.8889384904818086,0.8928388419164746,0.03903852325353197
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.5, 0.5, 50)",0.9412011173184358,0.859538917764102,0.8985183580273663,0.9261212822432451,0.8677975829852365,0.8960113256621727,0.9096981119597923,0.8772679442619814,0.8931887539770145,0.9028135493756724,0.8830075571569784,0.8928007221846085,0.8967735709460546,0.8889384904818086,0.8928388419164746,0.03903852325353197
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.5, 1.0, 5)",0.9412011173184358,0.859538917764102,0.8985183580273663,0.9261212822432451,0.8677975829852365,0.8960113256621727,0.9096981119597923,0.8772679442619814,0.8931887539770145,0.9028135493756724,0.8830075571569784,0.8928007221846085,0.8967735709460546,0.8889384904818086,0.8928388419164746,0.03903852325353197
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.5, 1.0, 50)",0.9412011173184358,0.859538917764102,0.8985183580273663,0.9261212822432451,0.8677975829852365,0.8960113256621727,0.9096981119597923,0.8772679442619814,0.8931887539770145,0.9028135493756724,0.8830075571569784,0.8928007221846085,0.8967735709460546,0.8889384904818086,0.8928388419164746,0.03903852325353197
LR,"['penalty', 'C'] = ('l1', 0.001)",0.6225225225225225,0.02203373616912726,0.0425610544793816,0.9460554494414539,0.5211887376040305,0.6721082281343805,0.9440678817090927,0.5995663403590447,0.7333749366199929,0.9417742265929113,0.7328847932145021,0.824301545744719,0.9281509695290858,0.8547240202799655,0.8899254660447203,0.09375211948996455
LR,"['penalty', 'C'] = ('l1', 0.1)",0.6225225225225225,0.02203373616912726,0.0425610544793816,0.9460554494414539,0.5211887376040305,0.6721082281343805,0.9440678817090927,0.5995663403590447,0.7333749366199929,0.9417742265929113,0.7328847932145021,0.824301545744719,0.9281509695290858,0.8547240202799655,0.8899254660447203,0.09375211948996455
LR,"['penalty', 'C'] = ('l1', 1)",0.6225225225225225,0.02203373616912726,0.0425610544793816,0.9460554494414539,0.5211887376040305,0.6721082281343805,0.9440678817090927,0.5995663403590447,0.7333749366199929,0.9417742265929113,0.7328847932145021,0.824301545744719,0.9281509695290858,0.8547240202799655,0.8899254660447203,0.09375211948996455
LR,"['penalty', 'C'] = ('l1', 10)",0.6225225225225225,0.02203373616912726,0.0425610544793816,0.9460554494414539,0.5211887376040305,0.6721082281343805,0.9440678817090927,0.5995663403590447,0.7333749366199929,0.9417742265929113,0.7328847932145021,0.824301545744719,0.9281509695290858,0.8547240202799655,0.8899254660447203,0.09375211948996455
LR,"['penalty', 'C'] = ('l1', 1e-05)",0.6225225225225225,0.02203373616912726,0.0425610544793816,0.9460554494414539,0.5211887376040305,0.6721082281343805,0.9440678817090927,0.5995663403590447,0.7333749366199929,0.9417742265929113,0.7328847932145021,0.824301545744719,0.9281509695290858,0.8547240202799655,0.8899254660447203,0.09375211948996455
LR,"['penalty', 'C'] = ('l2', 0.001)",0.6225225225225225,0.02203373616912726,0.0425610544793816,0.9460554494414539,0.5211887376040305,0.6721082281343805,0.9440678817090927,0.5995663403590447,0.7333749366199929,0.9417742265929113,0.7328847932145021,0.824301545744719,0.9281509695290858,0.8547240202799655,0.8899254660447203,0.09375211948996455
LR,"['penalty', 'C'] = ('l2', 0.1)",0.6225225225225225,0.02203373616912726,0.0425610544793816,0.9460554494414539,0.5211887376040305,0.6721082281343805,0.9440678817090927,0.5995663403590447,0.7333749366199929,0.9417742265929113,0.7328847932145021,0.824301545744719,0.9281509695290858,0.8547240202799655,0.8899254660447203,0.09375211948996455
