SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,17-06450797,09/26/2017,Rear,,Boarded,NONE,Occupied,true,true,1339,W,47TH,ST,60609,1168093.92996661,1873595.98739411,20,9,61,41.808683668335185,-87.65898880854111,"(41.808683668335, -87.658988808541)"
Vacant/Abandoned Building,17-05549553,08/19/2017,Front,,Open,DOORS/WINDOWS,Occupied,false,true,4938,S,PRINCETON,AVE,60609,1175121.40013253,1872225.76222098,3,9,37,41.804769435352966,-87.63325461583149,"(41.804769435353, -87.633254615831)"
Vacant/Abandoned Building,17-06467339,09/27/2017,Rear,,Open,UNLOCKED WHITE DOOR ON 105TH STREET SIDE OF HOUSE,Vacant,false,true,10533,S,CHURCH,ST,60643,1168164.26188226,1834776.57008897,19,22,72,41.70215641990818,-87.65984545632976,"(41.702156419908, -87.65984545633)"
Vacant/Abandoned Building,17-04884429,07/24/2017,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,false,false,461,E,41ST,ST,60653,1180251.8402272,1877918.11799987,3,2,38,41.82027351098555,-87.61426389354784,"(41.820273510986, -87.614263893548)"
Vacant/Abandoned Building,17-06462731,09/27/2017,,,,,,,,4155,W,78TH,PL,60652,1150007.24731883,1852113.24457129,18,8,70,41.75010188062716,-87.72588406569612,"(41.750101880627, -87.725884065696)"
Vacant/Abandoned Building,17-06477753,09/27/2017,Front,,Open,,Vacant,false,true,2445,E,74TH,PL,60649,1193945.39368141,1856023.00011245,7,3,43,41.75986651171105,-87.5647487946627,"(41.759866511711, -87.564748794663)"
Vacant/Abandoned Building,17-06465442,09/27/2017,Front,,Boarded,NONE,Vacant,false,false,8143,S,MARSHFIELD,AVE,60620,1166758.75641175,1850708.91329913,21,6,71,41.74590726086324,-87.66453878765054,"(41.745907260863, -87.664538787651)"
Vacant/Abandoned Building,17-06464999,09/27/2017,Front,,Open,,Vacant,false,true,318,W,75TH,ST,60621,1175366.08997791,1855221.88232563,6,7,69,41.758103488602146,-87.63286521849557,"(41.758103488602, -87.632865218496)"
Vacant/Abandoned Building,17-06474994,09/27/2017,Front,,Open,2ND FL WINDOW AND 1ST FL WINDOW BROKEN OUT,Vacant,false,false,12445,S,PARNELL,AVE,60628,1174895.7806835,1822368.88350531,34,5,53,41.66796069997129,-87.63556457397159,"(41.667960699971, -87.635564573972)"
Vacant/Abandoned Building,17-06468976,09/27/2017,Garage,,Open,,Vacant,false,true,2442,E,79TH,ST,60649,1193947.42660146,1853064.60337294,7,4,43,41.75174839037904,-87.56483819705393,"(41.751748390379, -87.564838197054)"
Vacant/Abandoned Building,17-06467396,09/27/2017,Front,,Open,,Vacant,false,false,8521,S,DANTE,AVE,60619,1187353.78109348,1848770.44006725,8,4,45,41.74012385873049,-87.5891365626749,"(41.74012385873, -87.589136562675)"
Vacant/Abandoned Building,17-06466459,09/27/2017,Rear,,Open,BACK WINDOW OPEN,Vacant,false,true,7525,S,ST LAWRENCE,AVE,60619,1181538.0806878,1855244.97797974,6,6,69,41.75802673369948,-87.61024497730197,"(41.758026733699, -87.610244977302)"
Vacant/Abandoned Building,17-06522997,09/29/2017,Front,,Boarded,GARAGE IS OPEN,Vacant,false,true,1331,W,72ND,ST,60636,1168545.27199278,1857017.50701603,6,7,67,41.76318060337634,-87.65781111998523,"(41.763180603376, -87.657811119985)"
Vacant/Abandoned Building,17-06522566,09/29/2017,,,,,,,,10110,S,UNION,AVE,60628,1173422.58250287,1837826.7123835,34,22,73,41.71041200648633,-87.640501141128,"(41.710412006486, -87.640501141128)"
Vacant/Abandoned Building,17-06489218,09/28/2017,Front,,Open,,Vacant,false,false,3343,W,CHICAGO,AVE,60651,1153843.84998971,1905131.49001605,27,11,23,41.89551571108713,-87.71041632277311,"(41.895515711087, -87.710416322773)"
Vacant/Abandoned Building,17-06494520,09/28/2017,Front,,Open,,Vacant,false,false,4802,S,WINCHESTER,AVE,60609,1164163.7769318,1872829.89762036,15,9,61,41.80666514552072,-87.67342535940095,"(41.806665145521, -87.673425359401)"
Vacant/Abandoned Building,17-06494240,09/28/2017,Rear,,Open,ALLA AROUND,Vacant,false,true,360,E,91ST,ST,60619,1180270.94997458,1844723.34030905,9,6,44,41.729183281010286,-87.6152106329648,"(41.72918328101, -87.615210632965)"
Vacant/Abandoned Building,17-06493800,09/28/2017,,,,,,,,317,W,114TH,ST,60628,1176139.96126794,1829332.91542063,34,5,49,41.68704335763027,-87.63080336139394,"(41.68704335763, -87.630803361394)"
Vacant/Abandoned Building,17-06504748,09/28/2017,Front,,Open,FRONT DOOR,Vacant,false,false,8626,S,LAFLIN,ST,60620,1167839.6428666,1847533.13581843,21,6,71,41.73716935233235,-87.66066915373261,"(41.737169352332, -87.660669153733)"
Vacant/Abandoned Building,17-06500609,09/28/2017,Front,,Open,WINDOW,Vacant,false,false,507,E,83RD,ST,60619,1181093.3700984,1850076.90712097,6,6,44,41.7438552256567,-87.61203356319825,"(41.743855225657, -87.612033563198)"
Vacant/Abandoned Building,17-06493798,09/28/2017,,,,,,,,1106,W,112TH,ST,60643,1170950.8857043,1830531.92538708,34,22,75,41.69044818975737,-87.64976497947217,"(41.690448189757, -87.649764979472)"
Vacant/Abandoned Building,17-06491947,09/28/2017,Front,,Open,REAR DOORS,Vacant,false,true,10512,S,LA SALLE,ST,60628,1177135.52003441,1835243.27000955,34,5,49,41.703239893969794,-87.6269813410646,"(41.70323989397, -87.626981341065)"
Vacant/Abandoned Building,17-06492020,09/28/2017,Front,,Open,REAR DOORS,Vacant,false,true,10506,S,LA SALLE,ST,60628,1177134.32003441,1835285.87000955,34,5,49,41.703356821411305,-87.62698445574038,"(41.703356821411, -87.62698445574)"
Vacant/Abandoned Building,17-06491750,09/28/2017,Rear,,Open,THRU THE BACK,Vacant,false,true,7740,S,LANGLEY,AVE,60619,1182235.69227634,1853839.53602512,6,6,69,41.75415393472764,-87.60773177348212,"(41.754153934728, -87.607731773482)"
Vacant/Abandoned Building,17-06494214,09/28/2017,Rear,,Open,ALL AROUND,Vacant,false,true,348,E,91ST,ST,60619,1180197.84997458,1844721.14030905,9,6,44,41.729178917183944,-87.61547848175385,"(41.729178917184, -87.615478481754)"
Vacant/Abandoned Building,17-06498198,09/28/2017,,,,,,,,22,E,120TH,PL,60628,1178548.09318402,1825071.65011849,9,5,53,41.67529558060298,-87.62211635451293,"(41.675295580603, -87.622116354513)"
Vacant/Abandoned Building,17-06522829,09/29/2017,Front,,Open,,Vacant,false,true,12151,S,EGGLESTON,AVE,60628,1175487.84912346,1824316.20319282,34,5,53,41.67329128331773,-87.6333398525098,"(41.673291283318, -87.63333985251)"
Vacant/Abandoned Building,17-06097671,09/13/2017,,,,,,,,7930,S,VERNON,AVE,60619,1180618.46249052,1852525.59928727,6,6,44,41.75058562339122,-87.61369861252703,"(41.750585623391, -87.613698612527)"
Vacant/Abandoned Building,17-06515134,09/29/2017,Front,,Open,FRONT,Vacant,false,true,2742,W,38TH,ST,60632,1158710.01718194,1879339.41422639,12,9,58,41.82464124217112,-87.69325021085209,"(41.824641242171, -87.693250210852)"
Vacant/Abandoned Building,17-06512975,09/29/2017,Rear,,Open,,Vacant,true,false,5325,S,MAY,ST,60609,1169556.81807081,1869483.26748024,20,9,61,41.79736629169483,-87.65374252601175,"(41.797366291695, -87.653742526012)"
Vacant/Abandoned Building,17-06139902,09/14/2017,Front,,Open,,Vacant,true,true,7835,S,LOOMIS,BLVD,60620,1168358.09018218,1852797.31070398,17,6,71,41.75160385114432,-87.65861848956851,"(41.751603851144, -87.658618489569)"
Vacant/Abandoned Building,17-06513033,09/29/2017,Rear,,Open,,Vacant,false,false,3815,S,ASHLAND,AVE,60609,1166251.3250202,1879534.86519924,11,9,59,41.825020074378614,-87.66557781583201,"(41.825020074379, -87.665577815832)"
Vacant/Abandoned Building,17-06139355,09/14/2017,Front,,Open,FRONT DOOR/FRONT WINDOWS,Vacant,false,true,7837,S,LOOMIS,BLVD,60620,1168358.39018218,1852783.91070398,17,6,71,41.75156707325571,-87.65861777529018,"(41.751567073256, -87.65861777529)"
Vacant/Abandoned Building,17-06512257,09/29/2017,Front,,Open,,Vacant,false,false,7402,S,MARYLAND,AVE,60619,1183181.98416586,1856118.60652071,8,3,69,41.760385983807566,-87.60419317226757,"(41.760385983808, -87.604193172268)"
Vacant/Abandoned Building,17-06518122,09/29/2017,Front,,Open,,Vacant,false,false,170,N,HALSTED,ST,60661,1171015.31086613,1901479.84000383,27,12,28,41.88513592752238,-87.64745703410765,"(41.885135927522, -87.647457034108)"
Vacant/Abandoned Building,17-06513845,09/29/2017,,,,,,,,4135,W,GLADYS,AVE,60624,1148879.1921275,1898033.82838877,28,11,26,41.876136410189346,-87.72883411369423,"(41.876136410189, -87.728834113694)"
Vacant/Abandoned Building,17-06620226,10/03/2017,Front,,Open,,Vacant,false,false,6800,S,PRAIRIE,AVE,60637,1179212.93297742,1859987.93193121,6,3,69,41.77109522241465,-87.61862189519759,"(41.771095222415, -87.618621895198)"
Vacant/Abandoned Building,17-06625694,10/03/2017,Front,,Open,,Vacant,false,true,313,W,59TH,PL,60621,1175228.57842133,1865502.80587363,20,7,68,41.78631856834408,-87.63306239080651,"(41.786318568344, -87.633062390807)"
Vacant/Abandoned Building,17-06624414,10/03/2017,Garage,,Open,,Vacant,false,false,8033,S,MORGAN,ST,60620,1171041.2396004,1851556.71921686,21,6,71,41.74814134334549,-87.64882218806218,"(41.748141343345, -87.648822188062)"
Vacant/Abandoned Building,17-06624524,10/03/2017,Front,,Open,,Vacant,false,false,8043,S,MORGAN,ST,60620,1171043.1396004,1851489.71921686,21,6,71,41.747957444963916,-87.64881717897272,"(41.747957444964, -87.648817178973)"
Vacant/Abandoned Building,17-06620039,10/03/2017,Front,,Open,FRONT,Vacant,false,false,4840,S,CHAMPLAIN,AVE,60615,1181415.25498915,1873063.74652871,4,2,38,41.80692593723648,-87.61014588004869,"(41.806925937236, -87.610145880049)"
Vacant/Abandoned Building,17-06628177,10/03/2017,Front,,Open,,Vacant,false,true,7949,S,THROOP,ST,60620,1169041.47865,1852014.058625,21,6,71,41.74943976747966,-87.65613678333443,"(41.74943976748, -87.656136783334)"
Vacant/Abandoned Building,17-06543664,09/30/2017,Front,,Boarded,OPEN WINDOW ON 2ND FL,Vacant,false,true,6460,S,KENWOOD,AVE,60637,1186179.95133162,1862425.6282121,20,3,42,41.77762276049863,-87.59300671341538,"(41.777622760499, -87.593006713415)"
Vacant/Abandoned Building,17-06553933,09/30/2017,Front,,Open,FRONT DOORS AND WINDOWS,Occupied,false,true,1414,W,61ST,ST,60636,1167891.86588879,1864296.69759628,16,7,67,41.78316968472675,-87.65999709457436,"(41.783169684727, -87.659997094574)"
Vacant/Abandoned Building,17-06543262,09/30/2017,Front,,Open,DOORS/WINDOWS,Vacant,false,true,6534,S,HONORE,ST,60636,1165136.660275,1861345.56347732,15,7,67,41.77513015097206,-87.67018203891503,"(41.775130150972, -87.670182038915)"
Vacant/Abandoned Building,17-06567685,10/01/2017,Rear,,Open,BACK DOOR,Vacant,false,true,4236,W,VAN BUREN,ST,60624,1148216.41040779,1897685.87786877,28,11,26,41.87519437714746,-87.73127660244963,"(41.875194377147, -87.73127660245)"
Vacant/Abandoned Building,17-06577270,10/01/2017,Front,,Open,FRONT AND REAR,Vacant,true,false,8424,S,GILBERT,CT,60620,1172798.89001047,1848667.45998352,21,6,71,41.74017428629148,-87.64246658972093,"(41.740174286291, -87.642466589721)"
Vacant/Abandoned Building,17-06598059,10/02/2017,Rear,,Open,,Vacant,false,false,2045,W,GARFIELD,BLVD,60636,1163582.26990459,1868041.47239645,15,7,67,41.793537350151446,-87.67569250719802,"(41.793537350151, -87.675692507198)"
Vacant/Abandoned Building,17-06590297,10/02/2017,Rear,,Open,REAR AND SIDES OPEN,Vacant,false,true,1017,W,116TH,ST,60643,1171556.74441539,1827892.14177274,34,5,53,41.683190982485776,-87.64762382624934,"(41.683190982486, -87.647623826249)"
Vacant/Abandoned Building,17-06590235,10/02/2017,Rear,,Open,COACH HOUSE,Vacant,false,true,4858,S,MAY,ST,60609,1169472.17996673,1872587.76998466,20,9,61,41.8058872243415,-87.6539629226505,"(41.805887224342, -87.65396292265)"
Vacant/Abandoned Building,17-06599299,10/02/2017,Front,,Open,,Vacant,false,false,956,W,GARFIELD,BLVD,60609,1170864.405034,1868360.3326067,20,9,61,41.794256367499365,-87.64898021708917,"(41.794256367499, -87.648980217089)"
Vacant/Abandoned Building,17-06597844,10/02/2017,Front,,Open,FRONT DOOR OPEN ROOF IS DAMAGES,Vacant,true,true,6448,S,LOOMIS,BLVD,60636,1168103.4288673,1861991.56569998,16,7,67,41.77683956924838,-87.65928768218687,"(41.776839569248, -87.659287682187)"
Vacant/Abandoned Building,17-06603267,10/02/2017,Front,,Open,GARAGE,Vacant,false,true,10213,S,MAY,ST,60643,1170456.75297529,1837075.81378601,34,22,73,41.7084163975704,-87.65138432879888,"(41.70841639757, -87.651384328799)"
Vacant/Abandoned Building,17-06603995,10/02/2017,Front,,Open,REAR DOOR AND WINDOWS,Vacant,false,true,1021,W,69TH,ST,60621,1170611.03653253,1859064.63928437,6,7,68,41.76875342337021,-87.6501801192819,"(41.76875342337, -87.650180119282)"
Vacant/Abandoned Building,17-06591015,10/02/2017,Front,,Open,,Vacant,false,false,9715,S,CLAREMONT,AVE,60643,1162422.83576947,1840147.89609394,19,22,72,41.717017534753204,-87.68071996755994,"(41.717017534753, -87.68071996756)"
Vacant/Abandoned Building,17-06595990,10/02/2017,Front,,Open,,Vacant,false,false,2451,E,74TH,PL,60649,1193993.59368141,1856024.00011245,7,3,43,41.75986807391855,-87.56457211253023,"(41.759868073919, -87.56457211253)"
Vacant/Abandoned Building,17-06589630,10/02/2017,Rear,,Open,,Vacant,false,false,7737,S,ADA,ST,60620,1168783.61158769,1853457.93863405,17,6,71,41.753407536030615,-87.657040124205,"(41.753407536031, -87.657040124205)"
Vacant/Abandoned Building,17-06724566,10/07/2017,Front,,Open,FRONT,Vacant,false,true,2110,S,HARDING,AVE,60623,1150379.37671495,1889697.96989557,24,10,29,41.85323270985538,-87.72354330998017,"(41.853232709855, -87.72354330998)"
Vacant/Abandoned Building,17-06727827,10/07/2017,Front,,Open,FRONT,Vacant,false,false,5710,S,LOWE,AVE,60621,1172939.61801175,1867025.08581758,20,7,68,41.79054672185993,-87.64140992717329,"(41.79054672186, -87.641409927173)"
Vacant/Abandoned Building,17-06726967,10/07/2017,Front,,Open,FRONT DOOR/ NOT BOARDED UP,Vacant,false,true,1332,W,108TH,PL,60643,1169380.56377456,1832816.0781161,34,22,75,41.69675032837403,-87.65544820172738,"(41.696750328374, -87.655448201727)"
Vacant/Abandoned Building,17-06722866,10/07/2017,Rear,,Open,BACK WINDOW IS OPEN,Vacant,false,true,9008,S,WOODLAWN,AVE,60619,1185784.0000108,1845495.44000935,8,4,47,41.731174016530964,-87.59499090727992,"(41.731174016531, -87.59499090728)"
Vacant/Abandoned Building,17-06631424,10/03/2017,Front,,Boarded,,Vacant,false,false,8747,S,MORGAN,ST,60620,1171175.22543224,1846819.08192159,21,22,71,41.7351376975849,-87.64846938094709,"(41.735137697585, -87.648469380947)"
Vacant/Abandoned Building,17-06633254,10/03/2017,Front,,Open,FRONT DOOR,Vacant,false,false,3829,W,MAYPOLE,AVE,60624,1150838.19067235,1900941.98057872,28,11,26,41.8840786109146,-87.72156517894187,"(41.884078610915, -87.721565178942)"
Vacant/Abandoned Building,17-06636108,10/03/2017,Garage,,Open,,Vacant,false,false,10040,S,WALLACE,ST,60628,1174072.90552938,1838306.23122438,9,22,73,41.71171349178067,-87.63810536551912,"(41.711713491781, -87.638105365519)"
Vacant/Abandoned Building,17-05335957,08/10/2017,,,,,,,,4459,S,ELLIS,AVE,60653,1183671.25988124,1875647.64760119,4,2,39,41.813963966234574,-87.60179099890497,"(41.813963966235, -87.601790998905)"
Vacant/Abandoned Building,17-06644958,10/04/2017,,,,,,,,3346,W,MONROE,ST,60624,1154101.33832037,1899337.17353039,28,11,27,41.87961039752937,-87.70962530464165,"(41.879610397529, -87.709625304642)"
Vacant/Abandoned Building,17-06646398,10/04/2017,Rear,,Open,FRONT & REAR DOOOR IS OPEN,Vacant,false,true,310,W,107TH,ST,60628,1176055.25840823,1833973.38691117,34,5,49,41.699779396754835,-87.63097492376922,"(41.699779396755, -87.630974923769)"
Vacant/Abandoned Building,17-06645902,10/04/2017,Front,,Open,ALL DOORS FRONT AND REAR,Vacant,false,true,6912,S,ABERDEEN,ST,60621,1170175.45846884,1858972.55802352,6,7,68,41.768510223659334,-87.65177940572151,"(41.768510223659, -87.651779405722)"
Vacant/Abandoned Building,17-06641175,10/04/2017,Front,,Open,SIDE DOOR AND BROKEN FRONT WINDOW,Vacant,false,true,8348,S,PEORIA,ST,60620,1171756.66002367,1849483.21450595,21,6,71,41.74243572327056,-87.64626132269169,"(41.742435723271, -87.646261322692)"
Vacant/Abandoned Building,17-06646956,10/04/2017,Rear,,Open,NONE,Vacant,false,false,6931,S,HERMITAGE,AVE,60636,1165876.51818539,1858730.77101382,17,7,67,41.76793912702826,-87.66754401517065,"(41.767939127028, -87.667544015171)"
Vacant/Abandoned Building,17-06645011,10/04/2017,Front,,Open,FRONT DOORS ARE OPEN,Vacant,false,true,6221,S,MICHIGAN,AVE,60637,1178252.50287509,1863782.02042204,20,3,40,41.78152844224351,-87.6220274229615,"(41.781528442244, -87.622027422961)"
Vacant/Abandoned Building,17-06646960,10/04/2017,Front,,Open,,Vacant,false,true,2631,W,23RD,PL,60608,1159192.92147444,1888301.27001428,12,10,30,41.849223709229854,-87.69123279257497,"(41.84922370923, -87.691232792575)"
Vacant/Abandoned Building,17-06646254,10/04/2017,,,,,,,,619,E,60TH,ST,60637,1181469.62997382,1865365.56998735,20,3,42,41.785800216282325,-87.61018396863085,"(41.785800216282, -87.610183968631)"
Vacant/Abandoned Building,17-06653336,10/04/2017,Front,,Open,FRONT,Vacant,false,,7836,S,CARPENTER,ST,60620,1170673.05392447,1852854.07306669,17,6,71,41.7517094843157,-87.65013359273902,"(41.751709484316, -87.650133592739)"
Vacant/Abandoned Building,17-06643924,10/04/2017,,,,,,,,5306,S,MOZART,ST,60632,1158275.12398306,1869338.63472171,14,9,63,41.797206699710344,-87.69511818558207,"(41.79720669971, -87.695118185582)"
Vacant/Abandoned Building,17-06646266,10/04/2017,Front,,Boarded,DOOR CLOSED,Vacant,false,false,311,W,107TH,PL,60628,1176141.28989945,1833643.28428484,34,5,49,41.69887162134962,-87.63066977499153,"(41.69887162135, -87.630669774992)"
Vacant/Abandoned Building,17-06152714,09/14/2017,Rear,,Open,BACK DOOR OF HOUSE AND GARAGE,Vacant,false,true,9026,S,MAY,ST,60620,1170238.35420537,1844940.39861056,21,22,73,41.73000273021773,-87.65195617918624,"(41.730002730218, -87.651956179186)"
Vacant/Abandoned Building,17-06650246,10/04/2017,Rear,,Open,BOARD MISSING FROM BACK DOOR,Vacant,false,true,9730,S,MERRION,AVE,60617,1192796.16869877,1840691.29253425,7,4,51,41.71782304046618,-87.56945937191459,"(41.717823040466, -87.569459371915)"
Vacant/Abandoned Building,17-06651984,10/04/2017,Front,,Open,ALL AROUND IN FRONT & BACK,Vacant,false,false,7438,S,PHILLIPS,AVE,60649,1193937.99368141,1855994.80011245,7,3,43,41.75978931018988,-87.56477683847437,"(41.75978931019, -87.564776838474)"
Vacant/Abandoned Building,17-06667083,10/05/2017,Front,,Open,,Vacant,false,true,10235,S,MORGAN,ST,60643,1171456.62790894,1836949.16602592,34,22,73,41.708047069226616,-87.64772640978123,"(41.708047069227, -87.647726409781)"
Vacant/Abandoned Building,17-06672562,10/05/2017,Front,,Open,FRONT AND BACK,Vacant,false,false,8610,S,DANTE,AVE,60619,1187369.82322765,1848180.39652496,8,4,45,41.73850433876353,-87.5890964826735,"(41.738504338764, -87.589096482673)"
Vacant/Abandoned Building,17-06678127,10/05/2017,Front,,Open,ALL AROUND,Vacant,false,true,850,N,HOYNE,AVE,60622,1162247.50860959,1905747.32758391,2,12,24,41.897034044956214,-87.67953440224919,"(41.897034044956, -87.679534402249)"
Vacant/Abandoned Building,17-06682644,10/05/2017,Rear,,Open,BACK DOOR,Vacant,false,false,12202,S,WALLACE,ST,60628,1174513.01841067,1823972.99739157,34,5,53,41.6723711464479,-87.63691795140905,"(41.672371146448, -87.636917951409)"
Vacant/Abandoned Building,17-06666631,10/05/2017,Front,,Open,,Vacant,false,false,4236,W,VAN BUREN,ST,60624,1148216.41040779,1897685.87786877,28,11,26,41.87519437714746,-87.73127660244963,"(41.875194377147, -87.73127660245)"
Vacant/Abandoned Building,17-06667296,10/05/2017,,,,,,,,2247,N,KEYSTONE,AVE,60639,1149014.122618,1914631.13159061,35,25,20,41.92167851763975,-87.72790864510961,"(41.92167851764, -87.72790864511)"
Vacant/Abandoned Building,17-06673409,10/05/2017,Front,,Open,,Vacant,true,false,2726,E,76TH,ST,60649,1195869.35960729,1855173.76979956,7,4,43,41.75748877577109,-87.55772567346051,"(41.757488775771, -87.557725673461)"
Vacant/Abandoned Building,17-06667485,10/05/2017,Rear,,Open,,Vacant,false,true,6045,S,LAFLIN,ST,60636,1167369.59301954,1864644.88883006,16,7,67,41.78413637143314,-87.66190195051303,"(41.784136371433, -87.661901950513)"
Vacant/Abandoned Building,17-06673841,10/05/2017,Front,,Open,,Vacant,false,false,2728,E,76TH,ST,60649,1195876.45960729,1855179.66979956,7,4,43,41.75750479014159,-87.5576994585472,"(41.757504790142, -87.557699458547)"
Vacant/Abandoned Building,17-06670839,10/05/2017,Rear,,Open,REAR,Vacant,false,true,6743,S,CLAREMONT,AVE,60636,1161898.77979087,1859884.79719646,17,8,66,41.77118950651176,-87.68209228520685,"(41.771189506512, -87.682092285207)"
Vacant/Abandoned Building,17-06677867,10/05/2017,Front,,Open,,Vacant,true,true,6523,S,SEELEY,AVE,60636,1163817.57118808,1861385.83939559,16,7,67,41.77526848427496,-87.67501653211491,"(41.775268484275, -87.675016532115)"
Vacant/Abandoned Building,17-06672871,10/05/2017,Rear,,Open,,Vacant,false,false,10106,S,UNION,AVE,60628,1173421.78250287,1837853.5123835,34,22,73,41.710485567265785,-87.64050328117243,"(41.710485567266, -87.640503281172)"
Vacant/Abandoned Building,17-06687981,10/05/2017,Garage,,Open,,Vacant,false,true,7341,S,CHAMPLAIN,AVE,60619,1181834.62347367,1856481.26231693,6,3,69,41.76141238138025,-87.609120046564,"(41.76141238138, -87.609120046564)"
Vacant/Abandoned Building,17-06672473,10/05/2017,Front,,Open,FRONT AND BACK,Vacant,false,false,1150,E,93RD,ST,60619,1185594.00309634,1843548.34137161,8,4,47,41.72583543280977,-87.59574804777525,"(41.72583543281, -87.595748047775)"
Vacant/Abandoned Building,17-06679352,10/05/2017,Garage,,Open,GARAGE,Vacant,false,true,8223,S,MARSHFIELD,AVE,60620,1166772.8032002,1850179.60767474,21,6,71,41.744454470853846,-87.66450239222921,"(41.744454470854, -87.664502392229)"
Vacant/Abandoned Building,17-06698361,10/06/2017,,,,,,,,21,E,120TH,ST,60628,1178531.47539484,1825403.84369693,9,5,53,41.676207546639596,-87.62216714318855,"(41.67620754664, -87.622167143189)"
Vacant/Abandoned Building,17-06983463,10/17/2017,Rear,,Open,,Vacant,false,false,7809,S,CRANDON,AVE,60649,1192888.21571282,1853639.10842484,7,4,43,41.75335077571647,-87.56870092875769,"(41.753350775716, -87.568700928758)"
Vacant/Abandoned Building,17-06701428,10/06/2017,Front,,Boarded,,Vacant,false,false,1507,E,71ST,PL,60619,1187511.52819649,1857884.12580483,7,3,43,41.765128929060864,-87.5882694419156,"(41.765128929061, -87.588269441916)"
Vacant/Abandoned Building,17-06709065,10/06/2017,Front,,Open,,Vacant,false,false,4119,W,WEST END,AVE,60624,1148905.51672492,1900655.05290973,28,11,26,41.883328837392284,-87.72866965118382,"(41.883328837392, -87.728669651184)"
Vacant/Abandoned Building,17-06710889,10/06/2017,Front,,Open,REAR,Vacant,false,true,8046,S,VERNON,AVE,60619,1180640.61531128,1851751.8223196,6,6,44,41.74846178465376,-87.61364115208715,"(41.748461784654, -87.613641152087)"
Vacant/Abandoned Building,17-06699944,10/06/2017,Front,,Open,ALL OVER,Vacant,false,false,42,W,112TH,PL,60628,1177945.70580835,1830371.82957586,34,5,49,41.68985369063021,-87.62416150987359,"(41.68985369063, -87.624161509874)"
Vacant/Abandoned Building,17-06695527,10/06/2017,Front,,Open,,Vacant,false,false,4942,S,RACINE,AVE,60609,1169160.34192207,1871909.40001641,20,9,61,41.804032461413414,-87.65512625838294,"(41.804032461413, -87.655126258383)"
Vacant/Abandoned Building,17-06716620,10/06/2017,Front,,Open,FRONT AND REAR,Vacant,false,false,3803,W,GRAND,AVE,60651,1150782.3327715,1908290.52588562,26,25,23,41.90424486420968,-87.72157789447472,"(41.90424486421, -87.721577894475)"
Vacant/Abandoned Building,17-06708292,10/06/2017,Front,,Open,NOT SURE,Vacant,false,true,7743,S,LANGLEY,AVE,60619,1182236.19227634,1853819.33602512,6,6,69,41.754098492220514,-87.6077305654938,"(41.754098492221, -87.607730565494)"
Vacant/Abandoned Building,17-06704093,10/06/2017,Rear,,Open,,Vacant,false,true,8424,S,BURNHAM,AVE,60617,1196289.31058182,1849654.36449513,7,4,46,41.74233271179352,-87.55636930367444,"(41.742332711794, -87.556369303674)"
Vacant/Abandoned Building,17-06708268,10/06/2017,,,,,,,,240,W,109TH,PL,60628,1176624.02048896,1832327.02700943,34,5,49,41.6952487985552,-87.62894166563068,"(41.695248798555, -87.628941665631)"
Vacant/Abandoned Building,17-06704080,10/06/2017,Rear,,Open,,Vacant,false,false,7300,S,LAFAYETTE,AVE,60621,1177094.99519434,1856600.2298994,6,7,69,41.761847026780686,-87.62648748616874,"(41.761847026781, -87.626487486169)"
Vacant/Abandoned Building,17-06764658,10/09/2017,Front,,Open,NOT BOARDED,Vacant,false,false,11537,S,ELIZABETH,ST,60643,1170065.75036757,1828268.21760051,34,5,53,41.684255432614364,-87.65307095020131,"(41.684255432614, -87.653070950201)"
Vacant/Abandoned Building,17-06759925,10/09/2017,Front,,Open,SIDE WINDOW BY FRONT DOOR OPEN,Vacant,false,false,11717,S,MORGAN,ST,60643,1171764.34721546,1827121.06988625,34,5,53,41.68107049845306,-87.64688635694347,"(41.681070498453, -87.646886356943)"
Vacant/Abandoned Building,17-06764833,10/09/2017,Front,,Open,FRONT WINDOW BROKEN OUT,Vacant,false,true,8749,S,ELIZABETH,ST,60620,1169521.41162026,1846760.55928503,21,22,71,41.735013056616914,-87.65452996813413,"(41.735013056617, -87.654529968134)"
Vacant/Abandoned Building,17-06777362,10/09/2017,Front,,Boarded,FRONT DOOR,Vacant,false,false,2611,E,83RD,ST,60617,1195064.62483165,1850444.55820045,7,4,46,41.744531323024624,-87.56083046728314,"(41.744531323025, -87.560830467283)"
