SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,17-05167309,08/04/2017,Front,,Open,1ST FLOOR WINDOW,Vacant,false,false,1231,N,HARDING,AVE,60651,1149826.08941441,1907916.09157205,37,25,23,41.90323603845399,-87.72510020858748,"(41.903236038454, -87.725100208587)"
Vacant/Abandoned Building,17-05172696,08/04/2017,Rear,,Open,,Vacant,false,false,5942,S,PEORIA,ST,60621,1171323.35830715,1865434.14648051,16,7,68,41.78621654738613,-87.6473828702868,"(41.786216547386, -87.647382870287)"
Vacant/Abandoned Building,17-05174699,08/04/2017,Front,,Open,REAR DOOR,Vacant,false,true,6440,S,SEELEY,AVE,60636,1163802.56097257,1861933.59600216,16,7,67,41.7767719172303,-87.6750561873273,"(41.77677191723, -87.675056187327)"
Vacant/Abandoned Building,17-05176718,08/04/2017,Front,,Open,ALL AROUND INCLUDING BASEMENT,Vacant,false,true,6428,S,PAULINA,ST,60636,1166102.02708835,1862042.96293263,15,7,67,41.777023423324366,-87.66662330315884,"(41.777023423324, -87.666623303159)"
Vacant/Abandoned Building,17-05177669,08/04/2017,Front,,Boarded,,Vacant,false,false,9015,S,HOUSTON,AVE,60617,1198088.6887316,1845774.27600949,10,4,46,41.73164067814702,-87.54990594503731,"(41.731640678147, -87.549905945037)"
Vacant/Abandoned Building,17-05181348,08/04/2017,Front,,Open,SIDE AND FRONT DOORS,Vacant,false,false,10917,S,BUFFALO,AVE,60617,1199875.61820683,1833172.16172849,10,4,52,41.69701459847979,-87.54378322549623,"(41.69701459848, -87.543783225496)"
Vacant/Abandoned Building,17-05182355,08/04/2017,Front,,Open,N/A,Vacant,true,false,9156,S,GREENWOOD,AVE,60619,1185146.67060683,1844489.50147264,8,4,47,41.7284285882478,-87.59735715836545,"(41.728428588248, -87.597357158365)"
Vacant/Abandoned Building,17-05184235,08/04/2017,Front,,Open,,Vacant,false,true,3507,W,CARROLL,AVE,60624,1152941.28770314,1902175.63251269,28,11,27,41.88742247754093,-87.71380962398759,"(41.887422477541, -87.713809623988)"
Vacant/Abandoned Building,17-05168254,08/04/2017,Front,,Open,,Vacant,false,false,3156,S,MAY,ST,60608,1169163.93422189,1883813.74677883,11,9,60,41.83669912204944,-87.65476828894451,"(41.836699122049, -87.654768288945)"
Vacant/Abandoned Building,17-05168645,08/04/2017,Front,,Open,ALL AROUND THE BUILDING,Vacant,false,true,754,W,73RD,ST,60621,1172484.80998579,1856464.65036603,6,7,68,41.761577691780595,-87.64338825335847,"(41.761577691781, -87.643388253358)"
Vacant/Abandoned Building,17-05170716,08/04/2017,Front,,Open,,Vacant,false,false,12755,S,EMERALD,AVE,60628,1173651.62826949,1820192.93127712,34,5,53,41.6620170755436,-87.64018193164107,"(41.662017075544, -87.640181931641)"
Vacant/Abandoned Building,17-05166716,08/04/2017,Front,,Open,,Vacant,false,false,4430,W,ROOSEVELT,RD,60624,1147033.93489135,1894335.03039709,24,11,29,41.86602192553678,-87.73570387853914,"(41.866021925537, -87.735703878539)"
Vacant/Abandoned Building,17-05176564,08/04/2017,Front,,Open,FRONT/REAR,Vacant,false,false,2146,S,MILLARD,AVE,60623,1152365.75706743,1889597.31513262,24,10,29,41.852917560759145,-87.71625521616049,"(41.852917560759, -87.71625521616)"
Vacant/Abandoned Building,17-04871377,07/24/2017,,,,,,,,4738,W,MONROE,ST,60644,1144816.55068475,1899146.42200254,28,11,25,41.87926705085061,-87.74372282457169,"(41.879267050851, -87.743722824572)"
Vacant/Abandoned Building,17-05194423,08/05/2017,Front,,Open,NONE,Vacant,false,false,9223,S,HALSTED,ST,60620,1172597.46589276,1843687.59252011,21,22,73,41.72651328398734,-87.64335084949836,"(41.726513283987, -87.643350849498)"
Vacant/Abandoned Building,17-05188999,08/05/2017,Front,,Open,FRONT AND REAR,Vacant,false,true,830,E,89TH,ST,60619,1183343.41650491,1846143.57678841,8,6,44,41.73300968010835,-87.60391143468317,"(41.733009680108, -87.603911434683)"
Vacant/Abandoned Building,17-05208912,08/05/2017,Front,,Open,DOORS AND WINDOWS,Vacant,false,true,6533,S,WHIPPLE,ST,60629,1157175.52382011,1861155.87309387,17,8,66,41.77477436724595,-87.69937184482787,"(41.774774367246, -87.699371844828)"
Vacant/Abandoned Building,17-05196100,08/05/2017,Front,,Open,,Vacant,false,true,11403,S,RACINE,AVE,60643,1170370.4366863,1829128.75011221,34,22,75,41.686610268123545,-87.65193066818334,"(41.686610268124, -87.651930668183)"
Vacant/Abandoned Building,17-05201268,08/05/2017,Front,,Open,,Vacant,false,true,8715,S,CONSTANCE,AVE,60617,1190034.22051095,1847556.32290924,8,4,48,41.736728177896026,-87.5793548953131,"(41.736728177896, -87.579354895313)"
Vacant/Abandoned Building,17-05207419,08/05/2017,Rear,,Boarded,,Vacant,false,false,7237,S,WINCHESTER,AVE,60636,1164608.09750027,1856672.88489662,17,7,67,41.76231885307183,-87.67225134580235,"(41.762318853072, -87.672251345802)"
Vacant/Abandoned Building,17-05197545,08/05/2017,Rear,,Open,"FRONT AND BACK DOOR, WINDOWS",Vacant,false,true,6616,S,LANGLEY,AVE,60637,1182029.97219593,1861297.53119005,20,3,42,41.77462418667069,-87.60825527590674,"(41.774624186671, -87.608255275907)"
Vacant/Abandoned Building,17-05219763,08/06/2017,Front,,Open,ALL AROUND,Vacant,false,false,11820,S,SANGAMON,ST,60643,1172118.17317341,1826447.161232,34,5,53,41.67921343958077,-87.64561086165799,"(41.679213439581, -87.645610861658)"
Vacant/Abandoned Building,17-05231620,08/06/2017,Front,,Open,BACK DOOR,Vacant,false,true,6650,S,ROCKWELL,ST,60629,1160177.21217939,1860789.63330803,17,8,66,41.77370810526281,-87.68837810354354,"(41.773708105263, -87.688378103544)"
Vacant/Abandoned Building,17-05219045,08/06/2017,Front,,Open,OPEN ALL OVER,Vacant,false,false,8527,S,DREXEL,AVE,60619,1183711.8135119,1848630.84452336,8,6,44,41.739826443547926,-87.6024844594863,"(41.739826443548, -87.602484459486)"
Vacant/Abandoned Building,17-05220844,08/06/2017,Front,,Open,FRONT DOOR,Vacant,false,true,5656,S,HOYNE,AVE,60636,1163327.08839756,1867127.70569409,15,7,67,41.79103521097167,-87.67665383465041,"(41.791035210972, -87.67665383465)"
Vacant/Abandoned Building,17-05248412,08/07/2017,Front,,Open,FRONT DOOR,Vacant,false,true,5210,S,LAFLIN,ST,60609,1167219.2023851,1870186.06812813,20,9,61,41.79934525168456,-87.66229476489598,"(41.799345251685, -87.662294764896)"
Vacant/Abandoned Building,17-05254227,08/07/2017,Front,,Open,FRONT AND REAR,Vacant,false,false,5046,W,FULTON,ST,60644,1142682.01411046,1901470.54338956,28,15,25,41.88568469809925,-87.75150272795537,"(41.885684698099, -87.751502727955)"
Vacant/Abandoned Building,17-05248929,08/07/2017,Rear,,Open,,Vacant,false,false,442,W,129TH,PL,60628,1175628.11012681,1818816.25807142,9,5,53,41.658195409059715,-87.63299007084149,"(41.65819540906, -87.632990070841)"
Vacant/Abandoned Building,17-05245442,08/07/2017,Front,,Open,"REAR DOOR, WINDOWS",Vacant,true,false,10736,S,PRAIRIE,AVE,60628,1179819.565075,1833775.26505,9,5,49,41.69915065624273,-87.61719772851828,"(41.699150656243, -87.617197728518)"
Vacant/Abandoned Building,17-05265278,08/07/2017,Front,,Open,,Vacant,false,false,1710,N,KARLOV,AVE,60639,1148786.60221582,1911053.1694665,26,25,23,41.911864653801636,-87.72883728532773,"(41.911864653802, -87.728837285328)"
Vacant/Abandoned Building,17-05244877,08/07/2017,,,,,,,,7324,S,CONSTANCE,AVE,60649,1189640.72156941,1856772.2928052,8,3,43,41.762027090798995,-87.58050110387089,"(41.762027090799, -87.580501103871)"
Vacant/Abandoned Building,17-05250045,08/07/2017,Front,,Open,,Vacant,false,true,2101,W,67TH,PL,60636,1163515.1705049,1859878.35440756,16,7,67,41.771138087124505,-87.67616732762664,"(41.771138087125, -87.676167327627)"
Vacant/Abandoned Building,17-05248215,08/07/2017,Rear,,Boarded,NONE,Vacant,false,false,7724,S,CRANDON,AVE,60649,1192874.64498778,1854200.1653279,7,4,43,41.754890692467534,-87.56873238693376,"(41.754890692468, -87.568732386934)"
Vacant/Abandoned Building,17-05255889,08/07/2017,Garage,,Open,ALL AROUND,Vacant,true,false,5816,S,TRUMBULL,AVE,60629,1154374.05522469,1865836.50961273,23,8,63,41.787674948952066,-87.7095172254218,"(41.787674948952, -87.709517225422)"
Vacant/Abandoned Building,17-05245352,08/07/2017,Front,,Open,ALL ENTRIES,Vacant,false,false,2636,E,79TH,ST,60649,1195274.86001353,1853100.91053301,7,4,43,41.751815380914685,-87.5599726741529,"(41.751815380915, -87.559972674153)"
Vacant/Abandoned Building,17-05247905,08/07/2017,Front,,Boarded,,Vacant,true,false,1243,N,SPRINGFIELD,AVE,60651,1150153.188475,1908063.07995,26,25,23,41.90363301872827,-87.72389486099915,"(41.903633018728, -87.723894860999)"
Vacant/Abandoned Building,17-05252925,08/07/2017,Front,,Boarded,UKNOWN,Occupied,false,true,1710,W,WASECA,PL,60643,1166893.40620776,1829993.26483131,34,22,75,41.689057409976904,-87.66463496131065,"(41.689057409977, -87.664634961311)"
Vacant/Abandoned Building,17-05241056,08/07/2017,Front,,Open,,Vacant,true,true,5136,S,ABERDEEN,ST,60609,1169854.73509625,1870742.97719675,20,9,61,41.800816606182906,-87.65261344209004,"(41.800816606183, -87.65261344209)"
Vacant/Abandoned Building,17-05255289,08/07/2017,Front,,Open,ALLAROUND,Vacant,false,true,1042,N,AVERS,AVE,60651,1150527.79373212,1906678.64201112,37,11,23,41.89982667252495,-87.72255504587757,"(41.899826672525, -87.722555045878)"
Vacant/Abandoned Building,17-05243648,08/07/2017,,,,,,,,531,W,44TH,ST,60609,1173403.66989395,1875743.52183249,11,9,61,41.81446073359752,-87.63945029786649,"(41.814460733598, -87.639450297866)"
Vacant/Abandoned Building,17-05254336,08/07/2017,Front,,Open,FRONT,Vacant,false,false,9103,S,WENTWORTH,AVE,60620,1176546.68002401,1844593.91761428,21,6,49,41.7289125820679,-87.6288573720145,"(41.728912582068, -87.628857372014)"
Vacant/Abandoned Building,17-05245416,08/07/2017,Front,,Open,FRONT ENTRY ACCESSIBLE AS WELL AS WINDOW,Vacant,false,false,9110,S,INDIANA,AVE,60619,1179190.44000981,1844623.8799757,9,6,49,41.728935018542956,-87.6191718068133,"(41.728935018543, -87.619171806813)"
Vacant/Abandoned Building,17-05241289,08/07/2017,,,,,,,,10749,S,EDBROOKE,AVE,60628,1179149.89965,1833678.901,9,5,49,41.69890147373471,-87.61965264610433,"(41.698901473735, -87.619652646104)"
Vacant/Abandoned Building,17-05243544,08/07/2017,Front,,Open,"FRONT DOOR, WINDOWS",Vacant,false,true,8626,S,MANISTEE,AVE,60617,1195985.16286771,1848307.64502093,7,4,46,41.73864473513895,-87.55752816019702,"(41.738644735139, -87.557528160197)"
Vacant/Abandoned Building,17-05249098,08/07/2017,Rear,,Boarded,,Vacant,false,false,5410,S,PAULINA,ST,60609,1165930.59741878,1868826.05897471,16,9,61,41.7956407315585,-87.66705906494204,"(41.795640731559, -87.667059064942)"
Vacant/Abandoned Building,17-05254379,08/07/2017,Front,,Open,REAR,Vacant,false,false,9953,S,AVENUE H,,60617,1202798.43002248,1839690.26392242,10,4,52,41.714826776638176,-87.53286001139556,"(41.714826776638, -87.532860011396)"
Vacant/Abandoned Building,17-05247366,08/07/2017,Rear,,Open,UNKNOWN,Vacant,false,false,4938,S,SHIELDS,AVE,60609,1174796.19691958,1872213.66510369,3,9,37,41.80474350228161,-87.6344476723166,"(41.804743502282, -87.634447672317)"
Vacant/Abandoned Building,17-05243899,08/07/2017,Front,,Open,,Vacant,false,false,6100,S,BISHOP,ST,60636,1167710.95150979,1864291.8913085,16,7,67,41.78316038139572,-87.66066052404555,"(41.783160381396, -87.660660524046)"
Vacant/Abandoned Building,17-05248672,08/07/2017,Front,,Open,,Vacant,false,false,5147,S,DAMEN,AVE,60609,1163896.3973786,1870353.239933,16,9,61,41.799874527011255,-87.67447565130396,"(41.799874527011, -87.674475651304)"
Vacant/Abandoned Building,17-05288655,08/08/2017,Rear,,Open,,Vacant,false,false,4519,S,LAFLIN,ST,60609,1167094.02361036,1874723.72917338,15,9,61,41.811799787883544,-87.66262396773226,"(41.811799787884, -87.662623967732)"
Vacant/Abandoned Building,17-05290507,08/08/2017,Front,,Open,FRON,Vacant,false,false,5918,S,WINCHESTER,AVE,60636,1164369.57112889,1865414.03822426,16,7,67,41.786310775415316,-87.67287954234787,"(41.786310775415, -87.672879542348)"
Vacant/Abandoned Building,17-05279937,08/08/2017,,,,,,,,416,E,87TH,PL,60619,1180551.98580115,1847065.62981004,9,6,44,41.735604365827506,-87.61410943694739,"(41.735604365828, -87.614109436947)"
Vacant/Abandoned Building,17-05283141,08/08/2017,Front,,Open,,Vacant,false,true,6236,S,ADA,ST,60636,1168383.5900203,1863387.97483159,16,7,67,41.78066545790263,-87.65822043083529,"(41.780665457903, -87.658220430835)"
Vacant/Abandoned Building,17-05283483,08/08/2017,Front,,Open,REAR WINDOWS,Vacant,false,false,8000,S,INGLESIDE,AVE,60619,1183951.24177443,1852156.99416577,8,6,44,41.749496990487295,-87.60149736274629,"(41.749496990487, -87.601497362746)"
Vacant/Abandoned Building,17-05278224,08/08/2017,Front,,Open,,Vacant,false,false,5157,S,LAFLIN,ST,60609,1167210.35065,1870508.1436,20,9,61,41.80022925368015,-87.66231800608371,"(41.80022925368, -87.662318006084)"
Vacant/Abandoned Building,17-05291100,08/08/2017,Rear,,Open,,Vacant,false,false,518,N,DRAKE,AVE,60624,1152624.44012866,1903296.76742832,27,11,23,41.89050525674333,-87.71494351970097,"(41.890505256743, -87.714943519701)"
Vacant/Abandoned Building,17-05290305,08/08/2017,Front,,Open,,Vacant,false,false,7807,S,CARPENTER,ST,60620,1170667.65392447,1853048.47306669,17,6,71,41.75224306119693,-87.65014772447594,"(41.752243061197, -87.650147724476)"
Vacant/Abandoned Building,17-05278220,08/08/2017,Front,,Open,,Vacant,false,false,5602,S,PERRY,AVE,60621,1176655.91922553,1867828.16190621,3,2,40,41.792667559874445,-87.6277590979985,"(41.792667559874, -87.627759097998)"
Vacant/Abandoned Building,17-05320107,08/09/2017,Rear,,Open,REAR DECK,Vacant,false,true,3251,S,OAKLEY,AVE,60608,1161502.85000324,1882982.18001448,25,9,59,41.83457984920237,-87.68290292549476,"(41.834579849202, -87.682902925495)"
Vacant/Abandoned Building,17-05304999,08/09/2017,,,,,,,,3541,N,OSCEOLA,AVE,60634,1125786.31908901,1922641.70479784,38,16,17,41.944078832032986,-87.81307677506155,"(41.944078832033, -87.813076775062)"
Vacant/Abandoned Building,17-05306410,08/09/2017,Front,,Open,FRONT DOOR IS OPEN,Vacant,false,true,11115,S,EGGLESTON,AVE,60628,1175270.29016909,1831198.46557575,34,22,49,41.692182129302154,-87.6339316432056,"(41.692182129302, -87.633931643206)"
Vacant/Abandoned Building,17-05314244,08/09/2017,,,Open,FRONT,Vacant,false,,145,E,111TH,ST,60628,1179251.76998247,1831395.84891118,9,5,49,41.6926341406351,-87.61934894194185,"(41.692634140635, -87.619348941942)"
Vacant/Abandoned Building,17-05314185,08/09/2017,Front,,Open,ALL,Vacant,false,true,9043,S,UNION,AVE,60620,1173226.87186662,1844847.50412725,21,22,71,41.72968237402257,-87.64101110411532,"(41.729682374023, -87.641011104115)"
Vacant/Abandoned Building,17-05308157,08/09/2017,,,,,,,,11,E,102ND,ST,60628,1178154.00329384,1837347.31858606,9,5,49,41.70899070969482,-87.62318836755922,"(41.708990709695, -87.623188367559)"
Vacant/Abandoned Building,17-05316576,08/09/2017,Front,,Open,DOORS TO HOME AND GARAGE,Vacant,false,true,8420,S,BURNHAM,AVE,60617,1196288.71058182,1849681.16449513,7,4,46,41.74240626797685,-87.5563706154478,"(41.742406267977, -87.556370615448)"
Vacant/Abandoned Building,17-05307050,08/09/2017,Front,,Open,"FRONT/REAR DOORS, 2ND FLOOR WINDOWS",Vacant,false,true,6610,S,EVANS,AVE,60637,1182355.7299674,1861347.86911215,20,3,42,41.774754775751,-87.60705955447865,"(41.774754775751, -87.607059554479)"
Vacant/Abandoned Building,17-05314109,08/09/2017,,,,,,,,13336,S,CARONDOLET,AVE,60633,1198439.85372149,1817126.88101412,10,4,55,41.653020633708636,-87.54957440765138,"(41.653020633709, -87.549574407651)"
Vacant/Abandoned Building,17-05309127,08/09/2017,Front,,Open,,Vacant,false,true,5943,S,WOOD,ST,60636,1165367.34452579,1865271.32781641,15,7,67,41.78589806980049,-87.66922523261977,"(41.7858980698, -87.66922523262)"
Vacant/Abandoned Building,17-05310703,08/09/2017,Garage,,Open,,Vacant,false,false,7949,S,SOUTH SHORE,DR,60617,1198521.29436963,1852861.1980964,7,4,46,41.75107690178087,-87.54808427728453,"(41.751076901781, -87.548084277285)"
Vacant/Abandoned Building,17-05304542,08/09/2017,Front,,Open,FRONT DOOR,Vacant,false,false,6833,S,CHAMPLAIN,AVE,60637,1181742.94928895,1859848.78047392,20,3,42,41.77065530879768,-87.60935215249862,"(41.770655308798, -87.609352152499)"
Vacant/Abandoned Building,17-05308152,08/09/2017,,,,,,,,1733,W,100TH,PL,60643,1166538.92430707,1838048.03241682,19,22,72,41.71116856894716,-87.66570412438624,"(41.711168568947, -87.665704124386)"
Vacant/Abandoned Building,17-05310998,08/09/2017,Front,,Open,,Vacant,false,true,5623,S,WINCHESTER,AVE,60636,1164317.19178834,1867340.38381535,15,7,67,41.79159801616267,-87.67301734655062,"(41.791598016163, -87.673017346551)"
Vacant/Abandoned Building,17-05341857,08/10/2017,Front,,Boarded,BOARD,Vacant,false,false,341,E,134TH,ST,60827,1180820.21996707,1816540.61948056,9,5,54,41.651833363486496,-87.61406058284044,"(41.651833363486, -87.61406058284)"
Vacant/Abandoned Building,17-05329910,08/10/2017,Front,,Open,REAR,Vacant,true,true,840,W,53RD,PL,60609,1171609.6021095,1869334.97010104,20,9,61,41.796914567301364,-87.64621904974118,"(41.796914567301, -87.646219049741)"
Vacant/Abandoned Building,17-05342686,08/10/2017,Front,,Open,,Vacant,false,false,7353,S,HOYNE,AVE,60636,1163637.19998295,1855883.17999831,17,7,67,41.76017221124201,-87.6758319561386,"(41.760172211242, -87.675831956139)"
Vacant/Abandoned Building,17-05341957,08/10/2017,Front,,Open,REAR,Vacant,false,false,10428,S,SANGAMON,ST,60643,1171826.55193127,1835677.0986712,34,22,73,41.7045482334106,-87.6464088897952,"(41.704548233411, -87.646408889795)"
Vacant/Abandoned Building,17-05339050,08/10/2017,Rear,,Open,REAR,Vacant,false,false,10522,S,MARYLAND,AVE,60628,1183768.16487305,1835365.38011116,9,5,50,41.70342312937076,-87.6026904931266,"(41.703423129371, -87.602690493127)"
Vacant/Abandoned Building,17-05341571,08/10/2017,Front,,Open,BACK DOOR,Vacant,false,true,8001,S,HOUSTON,AVE,60617,1197881.1100338,1852497.77999537,7,4,46,41.75009566582816,-87.55044229412594,"(41.750095665828, -87.550442294126)"
Vacant/Abandoned Building,17-05341416,08/10/2017,Rear,,Boarded,,Vacant,false,false,11814,S,PRINCETON,AVE,60628,1176405.84966876,1826588.58110818,34,5,53,41.67950653029251,-87.6299120138067,"(41.679506530293, -87.629912013807)"
Vacant/Abandoned Building,17-05346545,08/10/2017,Front,,Open,FRONT,Vacant,false,true,13513,S,BURLEY,AVE,60633,1199773.54316701,1815959.83632568,10,4,55,41.649784750457975,-87.5447337050749,"(41.649784750458, -87.544733705075)"
Vacant/Abandoned Building,17-05332573,08/10/2017,,,,,,,,7239,S,WINCHESTER,AVE,60636,1164608.49750027,1856659.48489662,17,7,67,41.76228207317003,-87.67225025718473,"(41.76228207317, -87.672250257185)"
Vacant/Abandoned Building,17-05333973,08/10/2017,,,,,,,,12020,S,PERRY,AVE,60628,1177756.80602294,1825171.51128219,9,5,53,41.675587501312265,-87.6250095974082,"(41.675587501312, -87.625009597408)"
Vacant/Abandoned Building,17-05338578,08/10/2017,Front,,Open,,Vacant,false,true,1407,E,72ND,ST,60619,1186831.55721435,1857538.74132987,8,3,43,41.76419729840858,-87.5907726312831,"(41.764197298409, -87.590772631283)"
Vacant/Abandoned Building,17-05333969,08/10/2017,,,,,,,,300,W,104TH,ST,60628,1176129.07002184,1835967.6083882,34,5,49,41.705250175856,-87.63064507836575,"(41.705250175856, -87.630645078366)"
Vacant/Abandoned Building,17-05342118,08/10/2017,Front,,Boarded,,Vacant,false,false,819,E,DREXEL SQUARE,DR,60615,1182586.39121826,1871054.98999993,5,2,41,41.80138662528007,-87.60591292549321,"(41.80138662528, -87.605912925493)"
Vacant/Abandoned Building,17-05367079,08/11/2017,Front,,Boarded,,Vacant,false,false,5109,W,LEXINGTON,ST,60644,1142215.42009142,1896139.64657554,29,15,25,41.871064715317,-87.75334846707452,"(41.871064715317, -87.753348467075)"
Vacant/Abandoned Building,17-05361564,08/11/2017,Front,,Boarded,,Vacant,false,false,1544,S,SAWYER,AVE,60623,1154948.17337161,1892229.45350952,24,10,29,41.86008912884338,-87.70670635324754,"(41.860089128843, -87.706706353248)"
Vacant/Abandoned Building,17-05355411,08/11/2017,Front,,Open,DOORS/WINDOWS,Vacant,false,true,10607,S,WABASH,AVE,60628,1178453.82958411,1834621.39183225,9,5,49,41.70150360048617,-87.62217281695732,"(41.701503600486, -87.622172816957)"
Vacant/Abandoned Building,17-05354869,08/11/2017,Front,,Open,,Vacant,true,false,5238,S,HERMITAGE,AVE,60609,1165567.16053277,1869961.1363247,16,9,61,41.79876324248903,-87.6683596055418,"(41.798763242489, -87.668359605542)"
Vacant/Abandoned Building,17-05356731,08/11/2017,Rear,,Open,BACK,Vacant,false,true,633,N,LOCKWOOD,AVE,60644,1140915.92182894,1903678.94451675,37,15,25,41.89177749822386,-87.75793388152174,"(41.891777498224, -87.757933881522)"
Vacant/Abandoned Building,17-05367366,08/11/2017,Front,,Open,FRONT,Vacant,false,false,8446,S,ESCANABA,AVE,60617,1196953.10003234,1849525.09009641,10,4,46,41.741961500943894,-87.55394152277069,"(41.741961500944, -87.553941522771)"
Vacant/Abandoned Building,17-05364773,08/11/2017,Front,,Open,,Vacant,false,,2129,W,72ND,ST,60636,1163447.07873382,1856896.25099856,17,7,67,41.76295620739944,-87.6765004057503,"(41.762956207399, -87.67650040575)"
Vacant/Abandoned Building,17-05359933,08/11/2017,Front,,Open,,Vacant,false,false,644,W,117TH,PL,60628,1174007.73307755,1827036.99896779,34,5,53,41.68079045210909,-87.63867689529438,"(41.680790452109, -87.638676895294)"
Vacant/Abandoned Building,17-05358209,08/11/2017,Front,,Open,FRONT DOOR,Vacant,false,false,10100,S,EGGLESTON,AVE,60628,1175283.67167054,1837943.73029443,9,22,73,41.71069182574283,-87.63368202902068,"(41.710691825743, -87.633682029021)"
Vacant/Abandoned Building,17-05363781,08/11/2017,Front,,Open,THE FRONT DOOR AND SIDE DOOR IS OPEN,Vacant,false,true,7301,S,HERMITAGE,AVE,60636,1165945.59529138,1856280.28078545,17,7,67,41.76121318236829,-87.66736035886119,"(41.761213182368, -87.667360358861)"
Vacant/Abandoned Building,17-05380356,08/12/2017,Front,,Open,REAR DOOR,Vacant,false,false,2652,N,AUSTIN,AVE,60639,1135943.286375,1917046.910475,30,25,19,41.92855087254542,-87.77587735223725,"(41.928550872545, -87.775877352237)"
Vacant/Abandoned Building,17-05378950,08/12/2017,Front,,Open,,Vacant,false,false,4205,W,GLADYS,AVE,60624,1148414.27142235,1898022.6503168,28,11,26,41.87611470896109,-87.7305414453096,"(41.876114708961, -87.73054144531)"
Vacant/Abandoned Building,17-05419111,08/13/2017,Front,,Boarded,REAR,Vacant,false,true,3829,W,MAYPOLE,AVE,60624,1150838.19067235,1900941.98057872,28,11,26,41.8840786109146,-87.72156517894187,"(41.884078610915, -87.721565178942)"
Vacant/Abandoned Building,17-05413628,08/13/2017,Front,,Open,REAR,Vacant,false,true,2420,E,73RD,ST,60649,1193472.18679705,1857021.99007589,7,3,43,41.762619405248145,-87.56645042281102,"(41.762619405248, -87.566450422811)"
Vacant/Abandoned Building,17-05433411,08/14/2017,Front,,Open,REAR,Vacant,true,false,2439,W,WARREN,BLVD,60612,1160183.88066964,1900281.74356611,27,12,28,41.882078912935185,-87.68726494802338,"(41.882078912935, -87.687264948023)"
Vacant/Abandoned Building,17-05428123,08/14/2017,,,,,,,,5724,S,PRINCETON,AVE,60621,1175264.53312672,1866985.18700674,20,7,68,41.790385573195294,-87.63288628340092,"(41.790385573195, -87.632886283401)"
Vacant/Abandoned Building,17-05426205,08/14/2017,Rear,,Open,,Vacant,false,true,7008,S,HARPER,AVE,60637,1187594.77388799,1858830.14799528,5,3,43,41.76772291773703,-87.58793427701951,"(41.767722917737, -87.58793427702)"
Vacant/Abandoned Building,17-05439834,08/14/2017,Front,,Open,FRONT,Vacant,false,true,11863,S,VINCENNES,AVE,60643,1165078.65388752,1826030.46911317,34,22,75,41.67822126491,-87.67139021443724,"(41.67822126491, -87.671390214437)"
Vacant/Abandoned Building,17-05441045,08/14/2017,Front,,Open,"REAR, WINDOWS AREN'T LOCKED SO THEY CAN BE PUSHED UP AND DOWN",Vacant,false,true,12941,S,SAGINAW,AVE,60633,1196095.70581946,1819747.50550664,10,4,55,41.66027011031357,-87.55806506341494,"(41.660270110314, -87.558065063415)"
Vacant/Abandoned Building,17-05425749,08/14/2017,Front,,Boarded,FRONT PORCH,Vacant,false,true,11766,S,WALLACE,ST,60628,1174423.74702418,1826814.60232956,34,5,53,41.68017094600973,-87.63716065651124,"(41.68017094601, -87.637160656511)"
Vacant/Abandoned Building,17-05428133,08/14/2017,,,,,,,,7020,S,UNION,AVE,60621,1172850.14891254,1858329.83720531,6,7,68,41.766687941884186,-87.64199431176053,"(41.766687941884, -87.641994311761)"
Vacant/Abandoned Building,17-05432352,08/14/2017,Front,,Open,,Vacant,true,false,1544,S,KEDZIE,AVE,60623,1155280.16171551,1892227.53999459,24,10,29,41.86007722244821,-87.70548775763368,"(41.860077222448, -87.705487757634)"
Vacant/Abandoned Building,17-05427853,08/14/2017,Front,,Open,,Vacant,false,false,7957,S,SAGINAW,AVE,60617,1195228.80089515,1852717.96677799,7,4,46,41.750765689649555,-87.56015406673788,"(41.75076568965, -87.560154066738)"
Vacant/Abandoned Building,17-05429019,08/14/2017,Front,,Open,THE FIRST FLOOR WINDOWS AND THE FRONT AND BACK DOOR,Vacant,false,false,9337,S,SAGINAW,AVE,60617,1195506.81060267,1843564.71477567,7,4,48,41.725641547172316,-87.55943694861429,"(41.725641547172, -87.559436948614)"
Vacant/Abandoned Building,17-05438431,08/14/2017,Front,,Boarded,,Vacant,false,false,5909,N,LINCOLN,AVE,60659,1155384.91220511,1938949.36290533,40,20,2,41.98828349585559,-87.70384423389632,"(41.988283495856, -87.703844233896)"
